Unique ID,2016,2017,2018,2019,2020,2021
2406,0,0,1,0,0,0
2408,0,1,0,0,0,0
2410,0,0,0,0,1,0
2415,0,1,0,0,0,0
2416,0,0,0,0,1,0
2420,0,1,0,0,0,0
2422,0,0,1,0,0,0
2423,1,1,0,0,0,0
2425,0,0,1,0,0,0
2426,0,0,0,1,0,0
2428,0,0,1,0,0,0
2430,0,0,0,1,0,0
2431,4,1,1,1,0,0
2436,0,1,0,0,0,0
2441,0,0,1,0,0,0
2442,0,0,1,0,0,0
2444,0,0,0,0,1,0
2445,1,0,0,0,0,0
2448,0,1,0,0,0,0
2451,0,0,0,0,1,0
2454,0,0,0,0,1,0
2458,0,0,1,0,0,0
2459,0,0,0,1,0,0
2501,0,1,1,1,1,0
2505,1,1,0,0,0,0
2511,0,0,1,0,0,0
2523,0,1,1,1,0,0
2526,0,0,0,1,0,0
2528,0,0,1,0,0,0
2530,1,1,1,4,1,0
2532,0,0,1,1,0,0
2534,1,1,0,0,0,0
2536,0,1,0,0,0,0
2537,0,1,0,0,0,0
2539,0,0,4,0,1,0
2541,1,1,1,0,0,0
2543,0,0,1,0,0,0
2545,0,0,0,1,0,0
2546,1,0,0,0,0,0
2550,0,0,0,0,1,0
2551,0,0,0,0,1,0
2553,0,0,0,1,1,0
2554,4,1,1,1,1,0
2556,0,0,2,1,1,0
2610,0,0,0,0,1,0
2613,1,1,0,0,0,0
2620,0,0,0,0,1,0
2621,1,0,0,0,0,0
2622,0,0,0,2,1,0
2623,0,0,0,0,1,0
2625,0,0,1,0,0,0
2626,0,0,0,0,1,0
2628,0,0,0,1,0,0
2629,0,0,2,0,1,0
2630,0,0,1,0,0,0
2634,1,0,1,0,0,0
2638,0,0,1,0,0,0
2639,0,0,0,2,1,0
2641,0,0,1,1,0,0
2643,1,1,1,0,0,0
2645,1,0,0,0,0,0
2648,0,1,0,0,0,0
2651,0,0,0,2,1,0
2653,0,0,0,1,4,0
2654,0,1,1,0,1,0
2656,0,0,0,0,1,0
2657,0,0,1,1,2,0
2658,0,4,0,1,0,0
2659,0,1,1,0,0,0
2703,1,0,1,0,1,0
2704,0,1,0,0,0,0
2705,0,0,0,2,1,0
2706,0,1,0,0,0,0
2708,1,0,0,0,0,0
2711,0,1,3,0,0,0
2715,0,0,0,4,1,0
2716,0,0,0,2,1,0
2720,0,1,0,0,0,0
2723,0,0,1,0,0,0
2728,0,0,0,0,1,0
2729,0,0,0,0,1,0
2730,0,0,0,1,0,0
2734,0,1,0,0,0,0
2736,0,1,0,0,0,0
2737,0,1,0,0,0,0
2739,0,0,0,0,1,0
2742,0,0,0,1,0,0
2745,1,0,0,0,0,0
2748,0,0,1,0,0,0
2751,0,2,0,1,1,0
2752,0,0,0,1,4,0
2756,0,0,0,0,1,0
2759,0,0,1,0,0,0
2802,1,0,0,0,0,0
2804,0,0,1,0,0,0
2806,0,4,1,0,0,0
2808,0,0,0,2,1,0
2810,0,0,0,1,0,0
2811,1,0,0,0,0,0
2815,0,1,0,0,0,0
2816,0,0,0,0,1,0
2818,1,0,0,0,0,0
2820,0,1,0,0,0,0
2821,0,1,1,1,0,0
2823,0,0,1,0,0,0
2824,0,0,0,0,1,0
2826,0,1,0,1,0,0
2828,0,0,0,1,1,0
2830,0,0,1,0,1,0
2835,1,1,0,0,0,0
2839,0,2,1,0,1,0
2841,0,1,1,0,0,0
2845,0,1,0,0,0,0
2846,1,0,0,0,0,0
2847,1,1,0,0,0,0
2848,0,1,0,0,0,0
2851,0,0,0,4,1,0
2853,0,0,0,1,1,0
2854,0,0,2,0,1,0
2856,0,0,0,0,1,0
2857,0,0,1,0,0,0
2905,0,0,1,0,0,0
2906,0,1,0,0,0,0
2907,0,1,0,0,0,0
2908,0,0,0,0,1,0
2913,0,0,1,0,0,0
2915,1,0,0,0,0,0
2916,0,0,0,0,1,0
2917,0,0,0,0,1,0
2918,1,0,0,0,0,0
2922,0,0,0,1,1,0
2925,0,0,0,1,0,0
2926,0,1,0,1,0,0
2927,0,2,1,1,0,0
2929,0,0,1,0,0,0
2932,0,0,0,0,1,0
2934,1,1,0,0,0,0
2935,0,0,0,0,1,0
2937,0,4,1,0,0,0
2939,0,0,0,0,1,0
2942,0,0,0,1,0,0
2944,0,0,0,2,1,0
2945,0,1,1,0,0,0
2947,0,0,0,1,1,0
2948,0,1,1,0,0,0
2952,0,2,0,1,1,0
2953,0,0,0,0,1,0
2955,0,0,0,0,1,0
2957,0,0,1,0,0,0
3001,1,0,0,0,0,0
3002,0,0,1,0,0,0
3015,1,0,0,0,0,0
3016,1,1,1,0,0,0
3020,0,0,0,0,1,0
3021,0,0,1,1,0,0
3022,0,0,0,1,1,0
3026,0,0,1,0,0,0
3029,0,4,1,1,0,0
3030,0,0,1,0,0,0
3031,0,0,1,0,0,0
3032,0,0,0,1,0,0
3034,0,1,0,0,0,0
3035,0,4,1,0,0,0
3037,0,1,0,0,0,0
3038,0,0,0,0,1,0
3039,0,0,0,0,1,0
3041,0,0,0,1,0,0
3045,0,1,0,0,0,0
3047,0,0,0,0,1,0
3049,1,0,0,0,0,0
3052,0,0,0,1,1,0
3054,0,0,0,1,1,0
3057,0,0,1,0,0,0
3059,0,0,1,0,0,0
3103,0,0,0,1,0,0
3110,0,0,0,1,1,0
3113,0,0,0,1,1,0
3117,0,0,0,1,1,0
3118,0,1,0,0,0,0
3119,0,0,1,1,1,0
3121,0,0,0,0,1,0
3129,0,0,0,0,1,0
3130,0,4,1,0,0,0
3132,0,0,0,0,1,0
3134,0,1,0,0,0,0
3135,0,0,0,3,1,0
3136,1,0,0,0,0,0
3138,1,0,0,0,0,0
3139,0,0,0,0,1,0
3140,0,0,0,0,1,0
3141,0,1,2,0,0,0
3143,0,0,1,0,0,0
3145,1,0,0,0,0,0
3146,0,1,0,0,0,0
3149,0,1,0,0,0,0
3153,0,0,0,0,1,0
3154,0,0,0,0,1,0
3156,0,0,0,1,1,0
3159,0,0,1,0,0,0
3201,0,1,0,0,0,0
3202,1,0,0,0,0,0
3204,0,1,1,0,0,0
3205,0,0,1,0,0,0
3206,0,0,1,0,0,0
3211,0,0,0,1,0,0
3215,0,1,0,0,0,0
3218,1,0,0,0,0,0
3220,1,1,1,0,0,0
3221,0,1,0,0,0,0
3222,0,1,0,0,0,0
3223,0,0,0,0,1,0
3224,0,0,0,0,1,0
3228,0,0,0,1,0,0
3230,0,0,1,0,0,0
3232,0,0,0,0,1,0
3234,0,0,1,0,0,0
3238,1,0,0,0,0,0
3239,0,0,1,1,1,0
3242,0,0,0,1,0,0
3243,0,0,0,0,1,0
3245,4,1,0,0,0,0
3248,1,1,0,0,0,0
3249,0,0,1,0,0,0
3251,0,0,0,0,1,0
3252,1,1,1,1,1,0
3254,1,2,1,1,1,0
3257,0,0,1,0,0,0
3302,1,0,0,0,0,0
3307,0,0,0,1,0,0
3308,1,0,0,0,0,0
3311,1,0,0,0,0,0
3312,0,0,1,0,0,0
3318,1,0,0,0,0,0
3319,1,0,0,0,0,0
3321,0,0,0,1,0,0
3322,0,1,0,0,0,0
3323,0,0,0,0,1,0
3329,0,0,0,4,1,0
3330,0,0,0,1,0,0
3331,0,0,0,0,1,0
3332,0,0,0,1,0,0
3334,1,0,0,0,0,0
3336,0,1,0,0,0,0
3338,0,0,4,1,0,0
3339,0,0,0,0,1,0
3343,0,0,1,0,0,0
3349,0,1,0,0,0,0
3353,0,0,0,0,1,0
3354,0,0,0,0,1,0
3356,0,0,0,0,1,0
3357,0,0,1,0,0,0
3401,0,0,1,0,0,0
3403,0,0,0,0,1,0
3410,0,0,0,1,0,0
3417,0,0,0,0,1,0
3428,0,0,1,1,0,0
3432,0,0,0,1,0,0
3433,0,1,0,0,0,0
3434,1,0,0,0,0,0
3435,0,0,0,0,1,0
3437,1,0,0,0,0,0
3443,0,0,0,1,0,0
3445,0,1,0,0,0,0
3446,0,0,0,1,0,0
3447,0,0,1,1,1,0
3449,0,0,1,0,0,0
3451,0,0,0,0,1,0
3452,0,0,0,1,1,0
3453,0,0,0,0,1,0
3456,0,0,0,0,1,0
3457,0,0,1,0,0,0
3459,0,0,0,1,0,0
3502,1,0,0,0,0,0
3505,0,0,1,1,0,0
3506,1,1,1,0,0,0
3507,0,1,1,0,0,0
3508,1,0,0,0,0,0
3510,0,0,1,3,0,0
3511,0,1,0,0,0,0
3512,0,0,1,0,0,0
3518,0,1,0,0,0,0
3519,1,0,0,0,0,0
3520,0,1,0,0,0,0
3521,0,1,0,0,0,0
3522,0,0,1,0,0,0
3523,0,0,1,0,1,0
3526,0,0,1,0,0,0
3527,0,0,0,0,1,0
3530,0,0,1,0,0,0
3532,0,0,0,0,1,0
3534,0,1,0,0,0,0
3535,0,0,0,1,0,0
3536,1,0,0,0,0,0
3539,1,1,1,1,1,0
3542,0,0,0,0,1,0
3543,0,0,0,1,0,0
3545,0,0,1,0,0,0
3549,0,1,0,0,0,0
3551,0,0,0,0,1,0
3553,0,0,0,4,1,0
3554,0,0,0,4,1,0
3557,0,1,0,0,0,0
3601,0,1,0,0,0,0
3602,1,0,0,0,0,0
3606,1,1,0,0,0,0
3607,0,0,0,0,1,0
3611,0,1,0,0,0,0
3613,0,0,0,0,1,0
3618,0,1,0,0,0,0
3619,2,1,0,0,0,0
3620,0,1,0,0,0,0
3621,1,1,0,0,0,0
3624,0,0,0,0,1,0
3628,0,0,0,1,1,0
3629,0,0,0,0,1,0
3631,0,0,0,0,1,0
3632,0,0,0,1,0,0
3634,0,0,1,1,0,0
3635,0,0,0,0,1,0
3636,0,1,0,0,0,0
3641,0,1,1,0,0,0
3643,0,0,0,1,0,0
3651,0,0,0,2,1,0
3653,0,0,0,0,1,0
3654,0,0,0,0,1,0
3656,0,0,4,1,1,0
3657,1,1,1,0,0,0
3658,0,0,1,0,0,0
3659,0,1,0,0,0,0
3704,0,0,1,0,0,0
3705,0,0,0,0,1,0
3706,1,1,0,0,0,0
3707,0,0,0,1,0,0
3708,0,0,0,0,1,0
3710,0,0,0,0,1,0
3711,0,0,0,1,0,0
3712,1,0,0,0,0,0
3715,1,0,0,0,0,0
3717,0,0,0,1,1,0
3718,0,0,0,1,1,0
3719,0,1,0,0,0,0
3721,0,0,0,0,1,0
3725,0,0,1,0,1,0
3728,0,0,0,0,1,0
3729,0,0,1,0,1,0
3730,0,0,1,1,0,0
3731,0,0,0,2,1,0
3735,0,0,0,2,1,0
3738,0,0,0,1,0,0
3739,0,0,0,0,1,0
3742,0,0,0,0,1,0
3743,0,0,1,0,0,0
3746,1,0,0,0,0,0
3754,0,0,0,1,1,0
3757,0,1,0,0,0,0
3758,1,1,1,0,0,0
3759,0,0,4,1,0,0
3805,0,1,0,0,0,0
3807,0,0,1,0,0,0
3808,1,0,0,0,0,0
3810,0,0,0,1,0,0
3815,0,1,0,1,0,0
3817,0,0,2,1,1,0
3818,0,0,0,0,1,0
3819,0,0,1,1,0,0
3821,0,0,0,0,1,0
3826,0,0,1,0,0,0
3827,0,1,1,0,1,0
3836,0,1,0,0,0,0
3837,1,0,0,0,0,0
3839,0,0,0,0,1,0
3841,0,0,1,0,0,0
3845,0,0,1,0,0,0
3847,0,1,0,0,0,0
3848,0,1,0,0,0,0
3851,0,0,0,0,1,0
3852,0,0,0,1,1,0
3853,0,0,0,0,1,0
3854,0,0,0,0,1,0
3856,0,0,0,1,0,0
3901,1,0,0,0,0,0
3902,0,0,0,2,1,0
3903,0,0,0,1,0,0
3904,0,0,1,0,0,0
3907,0,0,1,0,0,0
3908,1,0,0,0,0,0
3909,1,0,0,0,0,0
3911,1,0,0,0,0,0
3913,0,0,1,0,0,0
3917,0,0,2,1,1,0
3918,0,1,0,0,0,0
3920,0,1,0,0,0,0
3921,0,0,0,1,0,0
3923,0,0,0,0,1,0
3926,0,0,1,0,0,0
3930,0,0,1,0,0,0
3934,0,1,0,0,0,0
3935,0,0,0,1,1,0
3936,0,1,0,0,0,0
3938,1,0,0,0,1,0
3939,0,0,0,1,1,0
3942,0,0,0,1,0,0
3945,1,0,0,0,0,0
3946,0,1,0,0,0,0
3947,0,0,1,0,0,0
3949,1,1,0,0,0,0
3951,0,0,0,0,1,0
3954,0,0,0,0,1,0
3955,0,0,0,0,1,0
3958,0,1,0,0,0,0
4006,0,0,1,0,0,0
4007,0,0,1,0,0,0
4010,0,0,0,0,1,0
4011,0,0,1,0,0,0
4012,0,0,0,1,0,0
4015,1,0,0,0,0,0
4018,1,0,0,0,0,0
4019,2,1,0,0,0,0
4022,0,0,1,0,0,0
4023,0,0,1,0,0,0
4030,0,4,1,0,0,0
4031,0,0,1,0,0,0
4039,0,0,0,1,1,0
4042,0,0,1,0,0,0
4043,0,0,0,1,0,0
4048,0,0,1,0,0,0
4050,0,0,1,0,1,0
4051,0,0,0,0,1,0
4057,0,0,1,0,0,0
4102,0,0,0,0,1,0
4103,0,1,1,0,1,0
4107,0,0,0,1,0,0
4108,1,0,0,0,0,0
4110,0,0,0,1,0,0
4111,1,1,0,0,0,0
4113,0,0,0,1,0,0
4118,1,0,0,0,0,0
4120,0,2,1,0,0,0
4123,0,0,0,1,0,0
4126,0,0,1,0,0,0
4131,0,0,1,0,0,0
4134,0,1,0,0,0,0
4135,0,0,1,1,0,0
4137,0,0,0,1,0,0
4138,0,0,0,1,0,0
4139,0,0,2,0,1,0
4141,0,1,1,0,0,0
4150,0,1,1,1,1,0
4152,0,0,0,0,1,0
4153,0,0,0,0,1,0
4154,0,0,0,0,1,0
4156,0,0,0,1,0,0
4158,0,0,1,0,0,0
4159,0,0,0,1,0,0
4203,0,2,1,4,0,0
4211,1,0,0,0,0,0
4215,0,0,0,1,0,0
4220,0,0,0,1,0,0
4221,0,1,0,0,0,0
4223,0,0,1,0,0,0
4230,0,0,0,0,1,0
4234,0,0,0,0,1,0
4235,0,0,0,0,1,0
4236,0,1,0,0,0,0
4238,0,0,0,1,0,0
4242,0,0,0,1,0,0
4244,0,0,0,0,1,0
4245,0,0,0,1,0,0
4247,0,1,0,0,0,0
4249,0,2,1,0,0,0
4250,0,0,1,1,1,0
4254,0,0,0,1,1,0
4255,0,0,0,0,1,0
4258,0,0,0,1,0,1
4301,1,0,0,0,0,0
4305,0,0,0,1,0,0
4306,0,1,0,0,0,0
4307,0,0,4,1,0,0
4309,1,0,0,0,0,0
4316,0,0,0,0,1,0
4318,1,0,0,0,0,0
4320,0,1,0,0,0,0
4326,0,0,2,1,0,0
4328,0,0,0,0,1,0
4329,0,0,1,1,1,0
4330,0,0,1,0,0,0
4335,0,0,0,0,1,0
4336,0,0,1,0,0,0
4340,0,0,0,1,0,0
4342,0,0,0,1,1,0
4346,0,0,0,1,1,0
4348,0,1,0,0,0,0
4351,4,1,0,1,1,0
4355,0,0,0,4,1,0
4356,0,0,0,1,0,0
4357,0,0,1,3,0,0
4358,0,0,1,0,0,0
4359,0,0,0,0,1,0
4401,1,0,0,0,0,0
4405,0,0,0,0,1,0
4406,0,1,0,0,0,0
4408,0,0,4,1,0,0
4409,1,0,0,0,0,0
4415,1,1,0,0,0,0
4416,0,0,0,0,1,0
4417,0,1,0,0,0,0
4418,1,0,0,0,0,0
4421,0,1,0,0,0,0
4423,0,0,1,0,0,0
4426,0,0,1,0,0,0
4427,0,1,1,1,0,0
4428,0,0,0,1,1,0
4429,0,0,0,0,1,0
4431,0,1,1,0,0,0
4434,1,0,0,0,0,0
4438,0,0,0,0,1,0
4439,0,0,0,0,1,0
4442,0,0,1,0,0,0
4443,0,0,1,1,0,0
4445,0,0,1,0,0,0
4446,0,0,1,0,0,0
4448,0,1,0,0,0,0
4449,0,0,0,0,1,0
4450,0,0,0,4,1,0
4454,0,0,0,0,1,0
4455,0,0,0,0,1,0
4456,0,0,0,0,1,0
4502,1,0,0,0,0,0
4505,0,0,1,1,0,0
4507,1,1,1,0,0,0
4508,0,0,0,1,0,0
4509,0,0,1,0,0,0
4510,0,0,0,0,1,0
4515,0,0,0,1,0,0
4516,1,0,0,0,0,0
4518,0,0,1,0,1,0
4519,1,0,0,0,0,0
4520,0,0,1,0,0,0
4523,0,0,1,4,0,0
4525,0,1,1,0,0,0
4528,0,1,0,1,4,0
4529,1,0,3,0,0,0
4531,0,0,0,0,1,0
4534,0,1,1,0,0,0
4535,0,0,1,0,0,0
4536,0,1,0,0,0,0
4537,0,1,0,0,0,0
4538,0,0,0,0,1,0
4539,0,0,0,0,1,0
4542,0,1,3,1,0,0
4543,0,0,1,0,0,0
4548,0,4,1,0,0,0
4549,1,0,0,0,0,0
4552,0,0,0,0,1,0
4554,0,0,0,4,1,0
4557,0,0,0,0,1,0
4559,0,1,0,0,0,0
4602,0,0,0,0,1,0
4605,0,1,0,0,0,0
4606,0,0,1,0,0,0
4607,0,0,1,0,0,0
4611,1,0,0,0,0,0
4613,0,1,1,0,0,0
